cp,artist,song,section,spotify_ID,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
"6,4,2,5",penguin cafe orchestra,perpetuum mobile,instrumental,1MIwRUsj23h7cYn6mNiqHw,0.54,0.322,0,-15.317,1,0.0431,0.907,0.859,0.117,0.786,164.799,269800,4
"6,4,2,5",emiko shiratori,melodies of life - ffix,verse,,,,,,,,,,,,,,
"6,4,2,5",big data,bombs over brooklyn,chorus,,,,,,,,,,,,,,
"6,4,2,5",fall of troy,fcpremix,intro,,,,,,,,,,,,,,
"6,4,2,5",david guetta,dangerous,chorus,3jPp0oUSbkvB34xMZ74R0h,0.466,0.747,4,-4.838,0,0.0795,0.417,9.76e-06,0.107,0.43,92.161,203641,4
"6,4,2,5",dillon francis,idgafos,verse,2i2WwgKuE236PcOLfquzwN,0.777,0.259,9,-8.006,1,0.0392,0.932,0.792,0.23,0.389,120.008,904000,4
"6,4,2,5",james lowndes and paul lowndes,only you - joshua ollerton remix,pre-chorus,,,,,,,,,,,,,,
"6,4,2,5",within temptation,a demon's fate,chorus,59DbIyHGCoLNr9kj4oGquC,0.455,0.903,5,-3.451,0,0.0583,0.000555,0.000181,0.0883,0.343,134.049,330253,4
"6,4,2,5",knife party,give it up,intro and verse,5v26uKaXYsWRwWF21WVB3S,0.553,0.97,10,-2.909,0,0.0641,0.000691,0.219,0.0313,0.648,174.009,251173,4
"6,4,2,5",selena gomez,same old love,chorus,1BZG99C7Co1r6QUC3zaS59,0.672,0.593,11,-4.01,0,0.0304,0.0223,0.0,0.214,0.438,98.02,229080,4
"6,4,2,5",tristam,the vine,pre-chorus,73zMtxGIBJ0uwv4L830V9u,0.352,0.726,10,-5.712,0,0.11,0.381,0.000355,0.127,0.114,160.197,239997,4
"6,4,2,5",rick springfield,human touch,chorus,5nz0LSETzRK9kOWN1L4grQ,0.706,0.882,2,-5.728,1,0.0714,0.0398,4.35e-06,0.049,0.894,133.846,229720,4
"6,4,2,5",alizee,moi lolita,verse,6e0LjNPkRqxIAlmmdjWSV8,0.628,0.888,11,-3.74,0,0.0277,0.0519,0.000191,0.233,0.577,107.958,264283,4
"6,4,2,5",toru minegishi,splatfest battle - ink me up,chorus,,,,,,,,,,,,,,
"6,4,2,5",xi,freedom dive,verse,1DUA8KW4Fes6qfSlNJqvwj,0.414,0.949,11,-5.073,0,0.115,5.6e-06,0.868,0.366,0.0668,111.113,269533,4
"6,4,2,5",jr jr,hypothetical,chorus,5oy1V08wGzZIXPizaWO6Kh,0.7,0.74,5,-7.267,1,0.043,0.227,0.0232,0.116,0.619,92.015,207800,4
"6,4,2,5",david guetta,hey mama,chorus,5b2bu6yyATC1zMXDGScJ2d,0.596,0.73,9,-4.091,1,0.151,0.24,0.0,0.325,0.525,85.979,192560,4
"6,4,2,5",foals,moon,verse,4EXwgaAqp9aRhS3q7CF6eT,0.233,0.255,2,-14.377,1,0.0318,0.799,0.817,0.188,0.122,146.504,293053,4
"6,4,2,5",tove lo,cool girl,chorus,3tJ4y2Zqx6gM9xOAuFfsSF,0.674,0.694,9,-7.076,0,0.109,0.313,7.17e-06,0.0752,0.203,101.993,199179,4
"6,4,2,6",echotape,far from heaven,chorus,55cpfpydsIwVYmqCWDz7cY,0.512,0.81,7,-11.345,1,0.0577,7.21e-05,0.00781,0.152,0.439,130.991,209987,4
"6,4,2,6",pink floyd,welcome to the machine,verse,5VWC7v2dC2K0SIIjT9WTLN,0.382,0.36,0,-12.442,1,0.0365,0.52,0.171,0.0747,0.0362,133.273,451681,4
"6,4,2,6",robert miles,children,intro,4wtR6HB3XekEengMX17cpc,0.604,0.755,0,-10.761,1,0.0337,0.000295,0.812,0.0625,0.388,137.064,243267,4
"6,4,2,6",grimes,vanessa,verse,7mf1hxau7AkuXEYbqHrOWh,0.725,0.653,6,-8.094,0,0.0323,0.148,0.555,0.122,0.166,119.993,324043,4
"6,4,2,6",klaus badelt,he's a pirate,verse,,,,,,,,,,,,,,
"6,4,2,6",souleye,potential for anything,intro,,,,,,,,,,,,,,
"6,4,2,6",arctic monkeys,do i wanna know,pre-chorus,5FVd6KXrgO9B3JPmC8OPst,0.548,0.532,5,-7.596,1,0.0323,0.186,0.000263,0.217,0.405,85.03,272394,4
"6,4,2,6",helloween,a tale that wasn't right,verse,6Fd53Af2royyl5btFfgzlB,0.315,0.554,9,-7.739,0,0.0337,0.291,0.0,0.255,0.201,118.145,283693,4
"6,4,2,6",daft punk,aerodynamic,verse,3H3cOQ6LBLSvmcaV7QkZEu,0.624,0.911,7,-7.482,1,0.0524,0.328,0.861,0.0727,0.135,122.902,212547,4
"6,4,2,6",lindsey stirling,shadows,verse,2eXgQpGOmatI7KQM1RPuZb,0.623,0.826,0,-7.398,1,0.0941,0.00536,0.0434,0.097,0.32,125.978,223458,4
"6,4,2,6",mt eden,sierra leone,chorus,5l6tv2lFylSdCgkWyfHC0P,0.362,0.738,3,-4.313,1,0.0375,0.00044,0.123,0.48,0.113,140.052,292907,4
"6,4,2,6",galantis,you,chorus,5kgqTe1BM720OjU78TGYDw,0.762,0.797,5,-2.71,1,0.135,0.117,0.0,0.202,0.525,122.066,190400,4
"6,4,2,6",howard skempton,lento,intro,7xZvkhgkXAAordfGKWQpkn,0.174,0.0204,7,-20.373,0,0.0423,0.98,0.857,0.3,0.0348,70.39,778133,3
"6,4,2,6",big data,bombs over brooklyn,chorus,,,,,,,,,,,,,,
"6,4,2,6",charli xcx,nuclear seasons,chorus,1D77DlGAE1HWBHyXQBCpgT,0.521,0.94,9,-3.702,0,0.0969,0.0414,0.00133,0.279,0.236,115.039,281480,4
"6,4,2,6",wellenrausch,citylights,chorus,,,,,,,,,,,,,,
"6,4,2,6",bossfight,milky ways,verse,4Lh9y6lykMrLL3MBhx0CeO,0.509,0.981,4,-1.986,0,0.0533,0.000486,0.914,0.0617,0.278,182.985,187541,4
"6,4,2,6",alunageorge,your drums your love,intro,7IdTIjPXUc7bJQyabnmQiT,0.64,0.694,6,-5.533,1,0.0649,0.118,0.00172,0.121,0.479,90.045,219240,4
"6,4,2,6",gareth emery and ashley wallbridge,mansion,instrumental,08OxMwu0kT6Df5PlwlQEma,0.301,0.752,10,-11.939,0,0.0364,2.36e-06,0.839,0.168,0.0551,130.972,91398,4
"6,4,2,6",airbag,sounds that i hear,verse,5MMVGAuvMBiq9B5WzXgUPY,0.452,0.387,9,-8.248,0,0.0315,0.733,0.131,0.115,0.0395,120.001,443627,4
"6,4,2,6",ellie goulding,love me like you do,chorus,2l8w0zZVn4AZNuzrht7MRT,0.262,0.606,8,-6.646,1,0.0484,0.247,0.0,0.125,0.275,189.857,252534,4
"6,4,2,6",david guetta,baby when the light,chorus,5bJ3imTI0ErWNsFWEgi5F8,0.587,0.748,0,-7.621,1,0.035,0.0259,0.0,0.145,0.25,129.956,208027,4
"6,4,2,6",seven lions,nepenthe,solo,1q3E9rGb23QYUVVef8dCKz,0.531,0.671,11,-7.181,0,0.0503,0.00123,0.45,0.395,0.131,139.992,315520,4
"6,4,2,6",seven lions,nepenthe,chorus,1q3E9rGb23QYUVVef8dCKz,0.531,0.671,11,-7.181,0,0.0503,0.00123,0.45,0.395,0.131,139.992,315520,4
"6,4,2,6",seven lions,nepenthe,chorus lead-out,1q3E9rGb23QYUVVef8dCKz,0.531,0.671,11,-7.181,0,0.0503,0.00123,0.45,0.395,0.131,139.992,315520,4
"6,4,2,6",seven lions,nepenthe,bridge,1q3E9rGb23QYUVVef8dCKz,0.531,0.671,11,-7.181,0,0.0503,0.00123,0.45,0.395,0.131,139.992,315520,4
"6,4,2,6",coldplay,charlie brown,verse,1yqMgZNrevsWMLWfO2PRp5,0.43,0.738,10,-7.076,1,0.0375,0.0212,0.00165,0.33,0.0944,137.986,285160,4
"6,4,2,6",knife party,give it up,intro and verse,5v26uKaXYsWRwWF21WVB3S,0.553,0.97,10,-2.909,0,0.0641,0.000691,0.219,0.0313,0.648,174.009,251173,4
"6,4,2,6",twenty one pilots,stressed out,pre-chorus and chorus,3CRDbSIZ4r5MsZ0YwxuEkn,0.734,0.637,4,-5.677,0,0.141,0.0462,2.29e-05,0.0602,0.648,169.977,202333,4
"6,4,2,6",parkway drive,alone,intro,4WVHavRszD52Jhhvb7OIU6,0.337,0.923,7,-3.769,1,0.0585,8.58e-05,0.000176,0.307,0.348,140.106,270648,4
"6,4,2,6",calvin harris and disciples,how deep is your love,chorus,6rMwYjoFvxKiaEH4If8ZpZ,0.673,0.859,11,-3.007,0,0.056,0.00426,0.015,0.128,0.111,127.978,256560,4
"6,4,2,6",tantric,breakdown,verse,6tpGF2kYnrqO0S44jKxduZ,0.569,0.945,8,-5.673,0,0.0503,0.00936,0.0,0.121,0.483,100.04,190667,4
"6,4,2,6",twenty one pilots,stressed out,intro and verse,3CRDbSIZ4r5MsZ0YwxuEkn,0.734,0.637,4,-5.677,0,0.141,0.0462,2.29e-05,0.0602,0.648,169.977,202333,4
"6,4,2,6",qweqwe,qweqwe,intro,,,,,,,,,,,,,,
"6,4,2,5/6",nintendo,ken's theme,verse,,,,,,,,,,,,,,
"6,4,2,5/6",christina aguilera,hurt,intro,6gDXbcILAyBa2skSdbUYq7,0.327,0.295,4,-6.907,0,0.0313,0.775,0.0,0.107,0.143,148.574,243373,4
"6,4,2,5/6",christina aguilera,hurt,verse,6gDXbcILAyBa2skSdbUYq7,0.327,0.295,4,-6.907,0,0.0313,0.775,0.0,0.107,0.143,148.574,243373,4
"6,4,2,5/6",globus,europa,intro,5TXZj4GqauvRP86sAnU8cp,0.496,0.827,7,-9.463,1,0.0613,0.0435,1.24e-06,0.198,0.448,141.011,242547,4
"6,4,2,5/6",katy perry,dressin' up,verse and pre-chorus,7GsYM767NTEiUFjq00tspw,0.715,0.783,7,-6.146,1,0.0785,0.0201,0.000684,0.104,0.459,141.558,223560,4
"6,4,2,5/6",katy perry,dressin' up,chorus,7GsYM767NTEiUFjq00tspw,0.715,0.783,7,-6.146,1,0.0785,0.0201,0.000684,0.104,0.459,141.558,223560,4
"6,4,2,5/6",arctic monkeys,do i wanna know,verse,5FVd6KXrgO9B3JPmC8OPst,0.548,0.532,5,-7.596,1,0.0323,0.186,0.000263,0.217,0.405,85.03,272394,4
"6,4,2,5/6",arctic monkeys,do i wanna know,chorus,5FVd6KXrgO9B3JPmC8OPst,0.548,0.532,5,-7.596,1,0.0323,0.186,0.000263,0.217,0.405,85.03,272394,4
"6,4,2,5/6",gamma ray,lonesome stranger,instrumental,2HZ2jMMAgBA918XMEa4H6n,0.463,0.517,2,-9.11,1,0.0323,0.00487,0.527,0.187,0.394,96.453,296836,4
"6,4,2,5/6",queen,the show must go on,chorus,3hU637WcAGM5ubSqeaTme5,0.428,0.701,11,-6.67,0,0.0352,0.425,1.61e-06,0.102,0.201,83.97,277827,4
"6,4,2,5/6",zun,the tiger-patterned vaisravana,solo,,,,,,,,,,,,,,
"6,4,2,5/6",arctic monkeys,do i wanna know,intro,5FVd6KXrgO9B3JPmC8OPst,0.548,0.532,5,-7.596,1,0.0323,0.186,0.000263,0.217,0.405,85.03,272394,4
"6,4,2,5/6",you don't know jack,bingo,chorus,,,,,,,,,,,,,,
"6,4,2,5/6",scorpions,humanity,verse,0ya9xZC4PsARLB1QZdZd9F,0.416,0.696,1,-3.59,0,0.0353,0.0113,0.000283,0.073,0.325,88.047,326653,4
"6,4,2,5/6",lana del rey,high by the beach,verse,7g3htkaLz4ETFn0cifwM3y,0.536,0.486,11,-11.067,0,0.0346,0.244,0.00788,0.12,0.0968,131.988,257573,4
"6,4,2,5/6",lana del rey,high by the beach,chorus,7g3htkaLz4ETFn0cifwM3y,0.536,0.486,11,-11.067,0,0.0346,0.244,0.00788,0.12,0.0968,131.988,257573,4
"6,4,2,5/6",dschinghis khan,moskau,pre-chorus,4m7p2dejJrMiiA1vg8LDPK,0.783,0.782,5,-7.23,0,0.0348,0.0852,2.86e-05,0.103,0.888,131.285,271960,4
"6,4,2,5/6",dschinghis khan,moskau,chorus lead-out,4m7p2dejJrMiiA1vg8LDPK,0.783,0.782,5,-7.23,0,0.0348,0.0852,2.86e-05,0.103,0.888,131.285,271960,4
"6,4,2,5/6",deadmau5,right this second,intro and verse,6XiIRJj7xO62wWQYn7iWPo,0.658,0.902,10,-8.328,0,0.0734,0.0135,0.858,0.069,0.0279,191.994,469530,3
"6,4,2,5/6",senpi,awakening wolf's instinct,pre-chorus,,,,,,,,,,,,,,
"6,4,2,5/6",senpi,awakening wolf's instinct,chorus,,,,,,,,,,,,,,
"6,4,2,5/6",senpi,awakening wolf's instinct,chorus lead-out,,,,,,,,,,,,,,
"6,4,2,5/6",au5,singularity,intro and verse,6rLMiGcDFvNhNNug8EI4Uq,0.502,0.887,5,-6.724,0,0.0384,0.000542,0.366,0.109,0.323,140.047,382071,4
"6,4,2,5/6",lindsey stirling,lost girls,verse,1owaG7q5iebsM7HmLU8mYs,0.208,0.587,11,-5.311,0,0.0662,0.238,0.128,0.0724,0.0536,179.685,275108,3
"6,4,2,4",demi lovato,here we go again,intro and verse,33RJ3P6wc0B0FIyDalhNTv,0.587,0.922,5,-5.22,1,0.0365,0.00423,0.0,0.214,0.667,142.038,226253,4
"6,4,2,4",electric light orchestra,can't get it out of my head,verse,,,,,,,,,,,,,,
"6,4,2,4",souleye,passion for exploring,verse,,,,,,,,,,,,,,
"6,4,2,4",fall out boy,thnks fr th mmrs,chorus,3Zwu2K0Qa5sT6teCCHPShP,0.459,0.884,10,-5.005,0,0.0644,0.00539,0.0,0.107,0.615,154.868,203507,4
"6,4,2,4",skrillex,kill everybody,chorus,6I9sncEmtGc9rpKyb8U1f8,0.788,0.874,0,-3.336,1,0.0805,0.00219,0.00231,0.0998,0.629,126.988,297986,4
"6,4,2,4",inxs,beautiful girl,chorus,6N81xlWzMaEYhjHry55OSI,0.675,0.666,11,-6.067,1,0.027,0.0187,0.692,0.112,0.434,120.558,207547,4
"6,4,2,4",armin van buuren,orbion,chorus,2vBaKPWiomOLICEXVK0zSz,0.422,0.943,6,-8.0,1,0.038,0.000118,0.968,0.349,0.335,133.035,169747,4
"6,4,2,4",queen,the show must go on,intro and verse,3hU637WcAGM5ubSqeaTme5,0.428,0.701,11,-6.67,0,0.0352,0.425,1.61e-06,0.102,0.201,83.97,277827,4
"6,4,2,4",ariana and the rose kevin drew remix,in your bed,verse and pre-chorus,,,,,,,,,,,,,,
"6,4,2,4",skrillex,summit,instrumental,,,,,,,,,,,,,,
"6,4,2,4",george acosta feat emma lock,never fear - atb remix,chorus,,,,,,,,,,,,,,
"6,4,2,4",thomas azier,red eyes - mike luck remix,intro and verse,2WsdJyciJEPhYJpp60TD09,0.474,0.875,5,-7.483,0,0.0342,0.0111,0.787,0.149,0.19,99.994,251040,4
"6,4,2,4",thomas azier,red eyes - mike luck remix,pre-chorus,2WsdJyciJEPhYJpp60TD09,0.474,0.875,5,-7.483,0,0.0342,0.0111,0.787,0.149,0.19,99.994,251040,4
"6,4,2,4",nick sparkle,cassiopeia - david mayne remix,chorus,6klrz1A9YYlZdm6TxuiAoz,0.743,0.564,6,-10.414,0,0.0517,0.00437,0.754,0.187,0.333,130.016,455558,4
"6,4,2,4",rafael frost,slipstream,verse,0DXz0GkuKKYv7hFoLdtEbm,0.609,0.902,11,-9.262,1,0.0943,0.000198,0.849,0.413,0.31,136.021,521913,4
"6,4,2,4",scarab,vagabond,chorus,5vpXSnoB1kaqqcnqYZ9DUm,0.434,0.905,6,-9.002,0,0.0322,0.000598,0.918,0.195,0.289,140.002,219429,4
"6,4,2,4",bisbetic,feeling,chorus,3SKVu4b82OjKmrPUf6l41E,0.414,0.566,11,-7.018,0,0.0374,0.00683,0.0,0.084,0.183,128.05,217487,4
"6,4,2,4",james lowndes and paul lowndes,only you - joshua ollerton remix,pre-chorus,,,,,,,,,,,,,,
"6,4,2,4",the kooks,she moves in her own way,chorus,2SGBEDwsOAOAHrrdAd304i,0.431,0.81,7,-5.379,1,0.066,0.276,0.0,0.0906,0.795,76.412,169307,4
"6,4,2,4",qt,hey qt,verse,5e7uwXMt0ztC3CeZNeMBMU,0.949,0.612,0,-4.509,1,0.274,0.169,1.82e-06,0.494,0.871,129.046,235567,4
"6,4,2,4",tiesto - oliver heldens,the right song,chorus,59yxjfkqhOPacjiolBHQDC,0.546,0.894,8,-3.56,1,0.0898,0.459,0.000106,0.322,0.387,125.031,205440,4
"6,4,2,4",wilco,poor places,verse,4cGVaSWrKvMYuVTz5NRYYJ,0.28,0.416,10,-10.946,1,0.0382,0.766,0.031,0.602,0.287,181.037,315467,4
"6,4,2,4",rebecca sugar,full disclosure - steven universe,verse and pre-chorus,,,,,,,,,,,,,,
"6,4,2,3",ramin djawadi,game of thrones theme,chorus lead-out,3lr8ZJjH2hTqux802QfeKD,0.453,0.978,8,-5.956,1,0.0542,2.87e-05,0.913,0.0783,0.192,137.967,196522,3
"6,4,2,3",angel beats,my soul your beats,verse and pre-chorus,,,,,,,,,,,,,,
"6,4,2,3",nanobii,astral blast,chorus,0VCuHOFs3ujVDTawqtgXef,0.366,0.803,10,-3.669,1,0.0647,0.00375,0.366,0.153,0.187,169.997,183531,4
"6,4,2,3",lindsey stirling,heist,verse,4YQbekeOyH0W1Ct8f7LXQU,0.314,0.778,2,-4.44,0,0.0455,0.00433,0.814,0.173,0.348,174.841,206853,4
"6,4,2,3",au5,singularity,intro,6rLMiGcDFvNhNNug8EI4Uq,0.502,0.887,5,-6.724,0,0.0384,0.000542,0.366,0.109,0.323,140.047,382071,4
"6,4,2,3",diad,dimension-reversing dualities,solo 1,,,,,,,,,,,,,,
"6,4,2,3",fripside,only my railgun,chorus,,,,,,,,,,,,,,
"6,4,2,3",bestie,excuse me,chorus,0FA8fu18QvcYZNOAC7WeFa,0.67,0.937,4,-1.824,0,0.0937,0.051,2.04e-05,0.0301,0.692,100.016,198173,4
"6,4,2,3",serge gainsbourg,je t'aime - moi non plus,chorus,5P0tWr5JZqDoi5wq2OalFH,0.47,0.362,0,-12.382,1,0.0303,0.389,0.000698,0.29,0.377,83.609,268600,4
"6,4,2,3",renaud,manhattan-kaboul,verse,6lvkgqpLRNlF0Re01WX8dZ,0.758,0.618,0,-9.419,1,0.0257,0.0298,6.55e-06,0.101,0.679,105.214,230867,4
"6,4,2,3",senpi,awakening wolf's instinct,solo 3,,,,,,,,,,,,,,
"6,4,2,3",nintendo,warioware diy- jimmy's aerobics,verse and pre-chorus,,,,,,,,,,,,,,
"6,4,2,3",crystal castles,crimewave,chorus,3yQFmN8A5S8Kf1nUJuvb01,0.746,0.691,4,-7.533,0,0.0403,0.184,0.0259,0.205,0.888,119.982,258453,4
"6,4,2,3",cashmere cat,paws,chorus,1v8sFvz8VBTTemAAydTtv0,0.707,0.575,2,-6.629,0,0.0343,0.478,0.128,0.103,0.216,129.953,262013,4
"6,4,2,1",pitbull,rain over me,verse,2cZrrQMjB63c0iIugYH9zS,0.61,0.906,0,-2.117,1,0.0647,0.00416,0.0,0.758,0.294,127.917,231573,4
"6,4,2,1",lindsey stirling,song of the caged bird,intro,1rmCtRmkQXWKRhBi91NX3z,0.476,0.643,2,-6.619,1,0.0345,0.0265,5.75e-06,0.109,0.488,86.505,185292,4
"6,4,2,1",lindsey stirling,song of the caged bird,verse,1rmCtRmkQXWKRhBi91NX3z,0.476,0.643,2,-6.619,1,0.0345,0.0265,5.75e-06,0.109,0.488,86.505,185292,4
"6,4,2,1",john dahlback and urban cone and lucas nord,we were gods,chorus,6e1eig0NWOHRGYZPPzlfaT,0.526,0.677,4,-8.902,1,0.0428,0.00748,5.46e-05,0.589,0.205,127.941,299080,4
"6,4,2,1",metallica,the day that never comes,intro and verse,2gqzkEF88vMclfRZEIOnQO,0.334,0.986,4,-1.046,0,0.0576,0.000114,0.0353,0.0805,0.48,124.668,476267,4
"6,4,2,1",murray gold,the doctor's theme series 4,verse,6WG98vvHuZdQsiiwrq6Ugo,0.13,0.467,2,-11.692,0,0.0425,0.678,0.94,0.209,0.0532,68.144,165533,3
"6,4,2,1",avenged sevenfold,blinded in chains,bridge,39ZiU2QVBvDQzeepJjg8tp,0.245,0.961,2,-4.223,0,0.0852,9.79e-05,0.00433,0.164,0.574,96.0,394467,4
"6,4,2,1",lindsey stirling,mirror haus,chorus,6IqyKPC3YjbuDDM05iZqls,0.499,0.877,4,-4.623,0,0.0526,0.000105,2.21e-05,0.0464,0.278,128.004,235586,4
"6,4,2,1",lildeucedeuce,anderson cooper's secret,verse and pre-chorus,,,,,,,,,,,,,,
"6,4,2,1",scarab,vagabond,chorus,5vpXSnoB1kaqqcnqYZ9DUm,0.434,0.905,6,-9.002,0,0.0322,0.000598,0.918,0.195,0.289,140.002,219429,4
"6,4,2,1",alan howarth-john carpenter,escape from new york main theme,intro,,,,,,,,,,,,,,
"6,4,2,1",fire when ready,we all need reminders,verse,2c4YBkoeLVFUVJuPtwq7ve,0.462,0.817,1,-6.813,0,0.0588,0.000539,0.0,0.126,0.466,150.083,167667,4
"6,4,2,1",lady gaga,dance in the dark,chorus,4ye3W4xNyQkIItKp01QbLM,0.645,0.768,8,-6.211,1,0.036,2.99e-05,4.49e-05,0.276,0.0986,120.966,289013,4
"6,4,2,1",jojo,too little too late,pre-chorus and chorus,7oUMJhQp5Bqu6HqxSZs02v,0.446,0.77,6,-6.121,0,0.0549,0.0183,1.07e-06,0.122,0.717,82.765,221573,4
"6,4,2,1",christina aguilera,beautiful,chorus,3TCauNPqFiniaYHBvEVoHG,0.457,0.573,5,-3.866,0,0.0275,0.578,3.05e-06,0.114,0.0992,76.193,238560,4
"6,4,6,4",alex syntek and ana torroja,duele el amor,verse,,,,,,,,,,,,,,
"6,4,6,4",blur,colin zeal,chorus,7dU0naThnlYiA3EaQlMFhg,0.596,0.828,9,-6.791,0,0.0403,0.0135,0.0,0.0683,0.676,128.427,196240,4
"6,4,6,4",frog fractions soundtrack,rimushotto bungie jump,verse,,,,,,,,,,,,,,
"6,4,6,4",souleye,passion for exploring,verse,,,,,,,,,,,,,,
"6,4,6,4",enrique iglesias,dirty dancer,chorus,1XS0Gyb2YyUgoxa8O67emr,0.66,0.936,11,-3.547,1,0.066,0.00757,0.0,0.116,0.751,133.047,214760,4
"6,4,6,4",the spill canvas,all over you,intro,4b9jRNwMUvABxTD1amyfA6,0.554,0.941,10,-3.159,0,0.0347,0.00848,0.0,0.102,0.524,134.916,202432,4
"6,4,6,4",fall out boy,my songs know what you did in the dark,verse,2E43WFS4rRc09za2r2GmZl,0.557,0.922,9,-4.335,0,0.065,0.0342,6.69e-06,0.529,0.524,151.989,186827,4
"6,4,6,4",nirvana,something in the way,chorus,1tlTFxB34VorrZnJNfRWcs,0.575,0.343,1,-13.342,1,0.0617,0.635,0.000155,0.114,0.0912,106.222,241533,4
"6,4,6,4",leona lewis,i will be,pre-chorus and chorus,4gJxLdiZXkKiSbvpFHNu8n,0.406,0.6,7,-4.157,1,0.0298,0.132,0.0,0.15,0.205,149.987,238640,4
"6,4,6,4",miley cyrus,wrecking ball,chorus,2vwlzO0Qp8kfEtzTsCXfyE,0.53,0.422,5,-6.262,1,0.0342,0.407,0.0,0.107,0.349,119.964,221360,4
"6,4,6,4",u2,all i want is you,verse and pre-chorus,34sL4eaI8UKWOyYpCvoboU,0.239,0.442,1,-11.494,1,0.0308,0.106,0.0411,0.0738,0.4,185.723,389933,4
"6,4,6,4",the la's,there she goes,bridge,0SMkzFGJOBFDI9KfYD55L0,0.535,0.842,7,-6.735,1,0.0279,0.0166,0.677,0.178,0.895,122.684,162122,4
"6,4,6,4",blind guardian,harvest of sorrow,pre-chorus,3e8wWejZZkhOmloRWv4Wzk,0.444,0.473,3,-7.891,0,0.0261,0.16,0.00565,0.164,0.217,137.917,219480,3
"6,4,6,4",mark isham,sense of touch,intro,53YyWnoCfvR1yyDi9FkZGs,0.189,0.212,5,-13.429,1,0.034,0.798,0.862,0.0988,0.0364,135.041,404213,4
"6,4,6,4",celia cruz,la vida es un carnaval,intro,1BwrMGGhPA6GarWIYaFrW8,0.81,0.703,0,-6.436,0,0.0753,0.49,0.000607,0.295,0.869,104.051,278867,4
"6,4,6,4",the coral,dreaming of you,verse,40SE4lxCPNibwbdw1zzWV5,0.447,0.729,9,-6.108,0,0.0307,0.431,0.00037,0.109,0.971,199.098,141200,4
"6,4,6,4",michael jackson,billie jean,pre-chorus,5ChkMS8OtdzJeqyybCc9R5,0.92,0.654,11,-3.051,0,0.0401,0.0236,0.0158,0.0359,0.847,117.046,293827,4
"6,4,6,4",system of a down,aerials,pre-chorus and chorus,4e9eGQYsOiBcftrWXwsVco,0.364,0.922,0,-4.217,0,0.0566,0.000918,0.035,0.0696,0.227,79.342,235053,4
"6,4,6,4",paris hilton,my bff,verse,,,,,,,,,,,,,,
"6,4,6,4",paris hilton,my bff,bridge,,,,,,,,,,,,,,
"6,4,6,4",alan parsons project,eye in the sky,intro,39qYD4J4BKvZMQgxfXl5bv,0.823,0.417,2,-12.643,1,0.032,0.562,0.00098,0.0765,0.522,111.928,276280,4
"6,4,6,4",alan parsons project,eye in the sky,chorus,39qYD4J4BKvZMQgxfXl5bv,0.823,0.417,2,-12.643,1,0.032,0.562,0.00098,0.0765,0.522,111.928,276280,4
"6,4,6,4",sam hulick,i was lost without you - mass effect 3 ost,intro and verse,,,,,,,,,,,,,,
"6,4,6,4",tove lo,stay high - habits remix,chorus,62N2JSA0jHmSH7Va9t7hIf,0.735,0.686,4,-7.562,0,0.0366,0.00108,0.871,0.0933,0.0656,121.011,258933,4
"6,4,6,4",lindsey stirling,beyond the veil,intro and verse,0havnPncOkI1Mmf1Glr9tj,0.38,0.904,5,-3.947,1,0.0452,0.00382,0.0795,0.0485,0.158,164.93,255075,4
"6,4,6,4",tove lo,stay high - habits remix,verse,62N2JSA0jHmSH7Va9t7hIf,0.735,0.686,4,-7.562,0,0.0366,0.00108,0.871,0.0933,0.0656,121.011,258933,4
"6,4,6,4",dustin kensrue,rejoice,chorus,,,,,,,,,,,,,,
"6,4,6,4",avril lavigne,when you're gone,intro,4kxND2rbPDrdb7Sgoo1Fbh,0.458,0.719,4,-3.921,0,0.0323,0.189,0.0,0.228,0.168,142.032,240493,4
"6,4,6,4",the gaslight anthem,the navesink banks,verse,4dRBz1JQWDffB8RqGgdppc,0.59,0.228,8,-15.131,0,0.0322,0.759,0.00502,0.116,0.345,90.268,168733,4
"6,4,6,4",carrie underwood,before he cheats,chorus,0ZUo4YjG4saFnEJhdWp9Bt,0.519,0.749,6,-3.318,0,0.0405,0.271,0.0,0.119,0.29,147.905,199947,4
"6,4,6,4",shogo sakai,fate,verse,,,,,,,,,,,,,,
"6,4,6,4",the living end,all torn down,verse,7wExJtAgOuF21fMxUwyIsB,0.553,0.889,1,-6.005,0,0.0319,0.00111,1.13e-06,0.11,0.677,133.61,246667,4
"6,4,6,4",yuki nagato,yuki muon madobe nite,intro and verse,,,,,,,,,,,,,,
"6,4,6,4",jamie cullum,don't stop the music,chorus lead-out,,,,,,,,,,,,,,
"6,4,6,4",pink floyd,what do you want from me,verse,3Tsh9pjiJ5cvmuiZALdgVz,0.515,0.565,4,-9.547,1,0.0304,0.113,1.35e-05,0.122,0.374,104.378,261587,4
"6,4,6,4",nathan ford,apologies for the rain,verse,,,,,,,,,,,,,,
"6,4,6,4",sylver,turn the tide,verse,209yd0Hp4hxATSQcAMDntO,0.694,0.84,9,-8.143,0,0.0401,0.0118,0.0888,0.0505,0.496,138.02,480893,4
"6,4,6,4",the heavy,stuck,verse,4phDynV8I4se1fFvEFfxPA,0.64,0.407,0,-9.862,1,0.0236,0.0758,0.0257,0.0901,0.422,136.109,326493,4
